source,source_record_id,source_snapshot_date,title,title_normalized,job_level,location,experience_years_min,experience_years_max,skills,salary_min,salary_max,category,source_metadata
vietnamworks,2070041,2026-06-18,Chuyên Viên Phân Tích Nghiệp Vụ (ODOO),Business Analyst,mid,Ha Noi,,,"[""Giao Tiếp Tốt"",""Odoo"",""Phân Tích Nghiệp Vụ"",""Quản Lý Dự Án Scrum"",""Scrum"",""Sử Dụng Excel"",""Tư Duy Logic""]",25000000.00,35000000.00,information_technology,"{""company_name"":""Tập Đoàn Karofi Holding"",""dataset"":""jobradar/vietnamworks-operational-salary-snapshot"",""dataset_commit"":""first-seen-before:2026-07-19T04:36:28.244910+00:00"",""dataset_url"":""https://www.vietnamworks.com/chuyen-vien-phan-tich-nghiep-vu-odoo-2070041-jv"",""first_seen_at"":""2026-07-15T15:57:09.648160+00:00"",""first_seen_batch_id"":""3739f4fd-442d-44b8-aeb5-c13ac0d66b2e"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""source posting date resolved by the JobRadar adapter"",""platform"":""vietnamworks"",""raw_payload_sha256"":""ce1458a956d9e50271acbcc947162c2b0b1b848a6b9a7aa103eccd48410c9a3b"",""scraped_at"":""2026-07-15T16:57:15.765797+00:00"",""snapshot_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""source_url"":""https://www.vietnamworks.com/chuyen-vien-phan-tich-nghiep-vu-odoo-2070041-jv"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
vietnamworks,2070099,2026-06-18,Chuyên Viên Quay Dựng Video (Video Creator / Editor),Chuyên Viên Quay Dựng Video Video Creator / Editor ,mid,Ha Noi,2,,"[""AWS SQS/SNS"",""Adobe Premiere Pro"",""After Effects"",""After.js"",""DigitalOcean"",""Kỹ Thuật Hậu Kỳ"",""Quay Dựng Video"",""Sản Xuất Nội Dung""]",15000000.00,21250000.00,information_technology,"{""company_name"":""Công Ty TNHH JTS Việt Nam"",""dataset"":""jobradar/vietnamworks-operational-salary-snapshot"",""dataset_commit"":""first-seen-before:2026-07-19T04:36:28.244910+00:00"",""dataset_url"":""https://www.vietnamworks.com/chuyen-vien-quay-dung-video-video-creator-editor-2070099-jv"",""first_seen_at"":""2026-07-15T15:57:12.067051+00:00"",""first_seen_batch_id"":""3739f4fd-442d-44b8-aeb5-c13ac0d66b2e"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""source posting date resolved by the JobRadar adapter"",""platform"":""vietnamworks"",""raw_payload_sha256"":""50ced43bfbb0fa69863ec6540031ede3c5313d47b8a7034c5793f38204e9e35b"",""scraped_at"":""2026-07-18T15:18:11.001896+00:00"",""snapshot_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""source_url"":""https://www.vietnamworks.com/chuyen-vien-quay-dung-video-video-creator-editor-2070099-jv"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
vietnamworks,2070177,2026-06-18,Customer Support Ticketing/ Booker,Customer Support Ticketing/ Booker,mid,Ha Noi,1,10,"[""Customer Service"",""DigitalOcean"",""English Communication"",""Gds Systems"",""Ticketing""]",15000000.00,20000000.00,information_technology,"{""company_name"":""Leap Steam"",""dataset"":""jobradar/vietnamworks-operational-salary-snapshot"",""dataset_commit"":""first-seen-before:2026-07-19T04:36:28.244910+00:00"",""dataset_url"":""https://www.vietnamworks.com/customer-support-ticketing-booker-2070177-jv"",""first_seen_at"":""2026-07-15T15:57:15.136064+00:00"",""first_seen_batch_id"":""3739f4fd-442d-44b8-aeb5-c13ac0d66b2e"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""source posting date resolved by the JobRadar adapter"",""platform"":""vietnamworks"",""raw_payload_sha256"":""362241bb35084a6704b69432a963aec6581327706c040cb2630eea700f393717"",""scraped_at"":""2026-07-15T16:57:40.938876+00:00"",""snapshot_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""source_url"":""https://www.vietnamworks.com/customer-support-ticketing-booker-2070177-jv"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
vietnamworks,2070379,2026-06-18,Inside Sales Representative (Technical B2B / Industrial Solutions - Relocation to Thailand Required),Inside Sales Representative Technical B2B / Industrial Solutions - Relocation to Thailand Required ,mid,International,,,"[""B2B Sales"",""Industrial Equipment"",""Inside Sales"",""Monday.com"",""Objection.js"",""Sales Planning"",""Technical Sales"",""hvac""]",32000000.00,36000000.00,information_technology,"{""company_name"":""Teleperformance"",""dataset"":""jobradar/vietnamworks-operational-salary-snapshot"",""dataset_commit"":""first-seen-before:2026-07-19T04:36:28.244910+00:00"",""dataset_url"":""https://www.vietnamworks.com/inside-sales-representative-technical-b2b-industrial-solutions-relocation-to-thailand-required-2070379-jv"",""first_seen_at"":""2026-07-15T15:57:05.678248+00:00"",""first_seen_batch_id"":""3739f4fd-442d-44b8-aeb5-c13ac0d66b2e"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""source posting date resolved by the JobRadar adapter"",""platform"":""vietnamworks"",""raw_payload_sha256"":""8ab2db44a21afb35082cb7622f7e731868ee026e978e28d2b0674fdc60015323"",""scraped_at"":""2026-07-18T15:17:50.920659+00:00"",""snapshot_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""source_url"":""https://www.vietnamworks.com/inside-sales-representative-technical-b2b-industrial-solutions-relocation-to-thailand-required-2070379-jv"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
vietnamworks,2070395,2026-06-18,Middle Fullstack Developer,Fullstack Developer,mid,Ha Noi,3,,"["".NetCore"",""ASP.NET Core"",""Docker"",""Full Stack Development"",""MongoDB"",""MySQL"",""Node.JS"",""Node.js"",""PYTHON"",""Python"",""RESTful API""]",17000000.00,30000000.00,information_technology,"{""company_name"":""Công ty TNHH Phần mềm HICAS"",""dataset"":""jobradar/vietnamworks-operational-salary-snapshot"",""dataset_commit"":""first-seen-before:2026-07-19T04:36:28.244910+00:00"",""dataset_url"":""https://www.vietnamworks.com/middle-fullstack-developer-2070395-jv"",""first_seen_at"":""2026-07-15T15:57:05.599522+00:00"",""first_seen_batch_id"":""3739f4fd-442d-44b8-aeb5-c13ac0d66b2e"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""source posting date resolved by the JobRadar adapter"",""platform"":""vietnamworks"",""raw_payload_sha256"":""16cad751614f1ee850b78ed505c8e9d7e1200b2325b21d47efa26fcf86008e23"",""scraped_at"":""2026-07-18T15:17:50.918246+00:00"",""snapshot_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""source_url"":""https://www.vietnamworks.com/middle-fullstack-developer-2070395-jv"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
vietnamworks,2070511,2026-06-19,AI Solution Architect,Solution Architect,mid,Ha Noi,5,,"[""API Design"",""AWS"",""Adobe Illustrator"",""AgentOrchestrator"",""Cloud AWS"",""Docker"",""LLM"",""Microservices"",""SolidJS"",""System Design""]",30000000.00,50000000.00,information_technology,"{""company_name"":""Công Ty Cổ Phần Sunteco"",""dataset"":""jobradar/vietnamworks-operational-salary-snapshot"",""dataset_commit"":""first-seen-before:2026-07-19T04:36:28.244910+00:00"",""dataset_url"":""https://www.vietnamworks.com/ai-solution-architect-2070511-jv"",""first_seen_at"":""2026-07-15T15:57:11.630282+00:00"",""first_seen_batch_id"":""3739f4fd-442d-44b8-aeb5-c13ac0d66b2e"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""source posting date resolved by the JobRadar adapter"",""platform"":""vietnamworks"",""raw_payload_sha256"":""e6df301f1e6ac8d72e5e39f15c77f74d3c281fde98ed39db026863227f3cc670"",""scraped_at"":""2026-07-18T20:30:36.335003+00:00"",""snapshot_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""source_url"":""https://www.vietnamworks.com/ai-solution-architect-2070511-jv"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
vietnamworks,2070616,2026-06-19,"Thiết Kế Đồ Họa Website, Mobile (UX/UI Designer)","Thiết Kế Đồ Họa Website, Mobile UX/UI Designer ",mid,Ha Noi,2,,"[""Adobe Illustrator"",""Adobe Photoshop"",""Figma"",""Page.js"",""Thiết Kế Banner"",""Thiết Kế Website"",""Thiết kế Figma"",""UXUI Design"",""illustrator""]",12500000.00,25000000.00,information_technology,"{""company_name"":""Công Ty TNHH Hurasoft"",""dataset"":""jobradar/vietnamworks-operational-salary-snapshot"",""dataset_commit"":""first-seen-before:2026-07-19T04:36:28.244910+00:00"",""dataset_url"":""https://www.vietnamworks.com/thiet-ke-o-hoa-website-mobile-ux-ui-designer-2070616-jv"",""first_seen_at"":""2026-07-15T15:57:15.057547+00:00"",""first_seen_batch_id"":""3739f4fd-442d-44b8-aeb5-c13ac0d66b2e"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""source posting date resolved by the JobRadar adapter"",""platform"":""vietnamworks"",""raw_payload_sha256"":""841ad244facf86918e78a39c413ccb2f8aebdfcf50dedcc9fc20db6005141087"",""scraped_at"":""2026-07-18T20:30:41.370440+00:00"",""snapshot_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""source_url"":""https://www.vietnamworks.com/thiet-ke-o-hoa-website-mobile-ux-ui-designer-2070616-jv"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
vietnamworks,2070723,2026-06-19,[Peru] IT Engineer (~$2000) - Quyền Lợi Hấp Dẫn, Peru IT Engineer ~$2000 - Quyền Lợi Hấp Dẫn,mid,International,,,"[""API Integration"",""Database Technology"",""Java"",""Microsoft SQL Server"",""Network"",""Oracle Database"",""Python"",""Python Programming"",""REST API"",""Security""]",25000000.00,50000000.00,information_technology,"{""company_name"":""Viettel Peru S.A"",""dataset"":""jobradar/vietnamworks-operational-salary-snapshot"",""dataset_commit"":""first-seen-before:2026-07-19T04:36:28.244910+00:00"",""dataset_url"":""https://www.vietnamworks.com/peru-it-engineer-2000-quyen-loi-hap-dan-2070723-jv"",""first_seen_at"":""2026-07-15T15:57:08.518895+00:00"",""first_seen_batch_id"":""3739f4fd-442d-44b8-aeb5-c13ac0d66b2e"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""source posting date resolved by the JobRadar adapter"",""platform"":""vietnamworks"",""raw_payload_sha256"":""7323b4c9aff3007228f4f4d15dde7b5b3d357f34ed62a0cdf9ae81bea7ca9d3d"",""scraped_at"":""2026-07-18T20:30:21.281065+00:00"",""snapshot_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""source_url"":""https://www.vietnamworks.com/peru-it-engineer-2000-quyen-loi-hap-dan-2070723-jv"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
vietnamworks,2070763,2026-06-19,"Head of Security Service (Pentester, Redteam, Cloudsecurity)",Security Engineer,manager,Ha Noi,5,,"[""An Ninh Mạng"",""Kỹ Thuật Thi Công"",""Lãnh Đạo"",""Quản Lý Dự Án"",""Tiếng Anh""]",70000000.00,87500000.00,information_technology,"{""company_name"":""Công ty Cổ phần An ninh Mạng Việt Nam(VSEC)"",""dataset"":""jobradar/vietnamworks-operational-salary-snapshot"",""dataset_commit"":""first-seen-before:2026-07-19T04:36:28.244910+00:00"",""dataset_url"":""https://www.vietnamworks.com/head-of-security-service-pentester-redteam-cloudsecurity-2070763-jv"",""first_seen_at"":""2026-07-15T15:57:11.507572+00:00"",""first_seen_batch_id"":""3739f4fd-442d-44b8-aeb5-c13ac0d66b2e"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""source posting date resolved by the JobRadar adapter"",""platform"":""vietnamworks"",""raw_payload_sha256"":""40c71c8b99954f9fe8c1995e461c3fc4a0b0119431c66f9b767b5daaafb74de4"",""scraped_at"":""2026-07-18T20:30:31.949538+00:00"",""snapshot_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""source_url"":""https://www.vietnamworks.com/head-of-security-service-pentester-redteam-cloudsecurity-2070763-jv"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
vietnamworks,2070797,2026-06-19,Senior Accountant (Systems & Internal Control Focus),Senior Accountant Systems & Internal Control Focus ,senior,Ha Noi,5,,"[""Chi"",""Cost Management"",""Finance"",""Financial Accounting"",""Kế Hoạch Chi Phí"",""Tax Accounting""]",25000000.00,125000000.00,information_technology,"{""company_name"":""Crossian Việt Nam"",""dataset"":""jobradar/vietnamworks-operational-salary-snapshot"",""dataset_commit"":""first-seen-before:2026-07-19T04:36:28.244910+00:00"",""dataset_url"":""https://www.vietnamworks.com/senior-accountant-systems-internal-control-focus-2070797-jv"",""first_seen_at"":""2026-07-15T15:57:08.301235+00:00"",""first_seen_batch_id"":""3739f4fd-442d-44b8-aeb5-c13ac0d66b2e"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""source posting date resolved by the JobRadar adapter"",""platform"":""vietnamworks"",""raw_payload_sha256"":""f75ea297d56e2f6c590d5bd2cb91aaec9f5af054d30dacb1215eab833370bd48"",""scraped_at"":""2026-07-18T20:30:16.285301+00:00"",""snapshot_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""source_url"":""https://www.vietnamworks.com/senior-accountant-systems-internal-control-focus-2070797-jv"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
vietnamworks,2070865,2026-06-19,Quản Lý Dự Án (Thu Nhập Lên Tới 30 Triệu/ Tháng),Project Manager,manager,Ha Noi,1,,"[""Giám Sát Tiến Độ"",""Kiểm Soát Chất Lượng"",""Project Management"",""Quản Lý Dự Án"",""Thiết Kế Phương Án Thi Công"",""Tower""]",18000000.00,30000000.00,information_technology,"{""company_name"":""Công Ty Cổ Phần Đầu Tư Thương Mại Và Phát Triển Công Nghệ FSI"",""dataset"":""jobradar/vietnamworks-operational-salary-snapshot"",""dataset_commit"":""first-seen-before:2026-07-19T04:36:28.244910+00:00"",""dataset_url"":""https://www.vietnamworks.com/quan-ly-du-an-thu-nhap-len-toi-30-trieu-thang-2070865-jv"",""first_seen_at"":""2026-07-15T15:57:11.534617+00:00"",""first_seen_batch_id"":""3739f4fd-442d-44b8-aeb5-c13ac0d66b2e"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""source posting date resolved by the JobRadar adapter"",""platform"":""vietnamworks"",""raw_payload_sha256"":""41e79fb6c28c44d5927590e616bbf04ca7627f52d7b52b98fa918043fb903dd9"",""scraped_at"":""2026-07-18T20:30:31.950488+00:00"",""snapshot_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""source_url"":""https://www.vietnamworks.com/quan-ly-du-an-thu-nhap-len-toi-30-trieu-thang-2070865-jv"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
vietnamworks,2070896,2026-06-19,SAP Consultant,SAP Consultant,mid,Ha Noi,2,5,"[""AMS"",""Business Analysis"",""ERP"",""Phân Tích Nghiệp Vụ"",""SAP Functional""]",,50000000.00,information_technology,"{""company_name"":""Công Ty Cổ Phần Tư Vấn Công Nghệ Ngs (Ngsc)"",""dataset"":""jobradar/vietnamworks-operational-salary-snapshot"",""dataset_commit"":""first-seen-before:2026-07-19T04:36:28.244910+00:00"",""dataset_url"":""https://www.vietnamworks.com/sap-consultant-2070896-jv"",""first_seen_at"":""2026-07-15T15:57:07.749067+00:00"",""first_seen_batch_id"":""3739f4fd-442d-44b8-aeb5-c13ac0d66b2e"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""source posting date resolved by the JobRadar adapter"",""platform"":""vietnamworks"",""raw_payload_sha256"":""1bbdf7611eb064d4aa6c4a19dd564a1844496027643cd173a5e20df19ccbe152"",""scraped_at"":""2026-07-18T20:30:11.360898+00:00"",""snapshot_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""source_url"":""https://www.vietnamworks.com/sap-consultant-2070896-jv"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
vietnamworks,2070940,2026-06-19,IT Support Engineer (Open for IT Fresher - Basic English - Community),IT Support,fresher,Ho Chi Minh,,,"[""Customer Service"",""English"",""GitHub"",""Microsoft Azure"",""Support Engineer"",""Technical Support""]",15000000.00,,information_technology,"{""company_name"":""ITECHWX COMPANY LIMITED"",""dataset"":""jobradar/vietnamworks-operational-salary-snapshot"",""dataset_commit"":""first-seen-before:2026-07-19T04:36:28.244910+00:00"",""dataset_url"":""https://www.vietnamworks.com/it-support-engineer-open-for-it-fresher-basic-english-community-2070940-jv"",""first_seen_at"":""2026-07-15T15:57:09.599217+00:00"",""first_seen_batch_id"":""3739f4fd-442d-44b8-aeb5-c13ac0d66b2e"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""source posting date resolved by the JobRadar adapter"",""platform"":""vietnamworks"",""raw_payload_sha256"":""e585597263c79d8b4ab5c9e18187e7ddc8bcc8546663a24f4f38bf6595c2bdaf"",""scraped_at"":""2026-07-18T20:30:21.292605+00:00"",""snapshot_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""source_url"":""https://www.vietnamworks.com/it-support-engineer-open-for-it-fresher-basic-english-community-2070940-jv"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
vietnamworks,2070974,2026-06-22,"(Đống Đa, HN) Nhân Viên Tiếng Nhật"," Đống Đa, HN Nhân Viên Tiếng Nhật",mid,Ha Noi,,,"[""Attention To Detail"",""Data Entry Skills"",""Leadership"",""Team Leader"",""Tiếng Nhật N2""]",12000000.00,18000000.00,information_technology,"{""company_name"":""Neos Vietnam International Co., Ltd"",""dataset"":""jobradar/vietnamworks-operational-salary-snapshot"",""dataset_commit"":""first-seen-before:2026-07-19T04:36:28.244910+00:00"",""dataset_url"":""https://www.vietnamworks.com/ong-a-hn-nhan-vien-tieng-nhat-2070974-jv"",""first_seen_at"":""2026-07-15T15:57:08.105709+00:00"",""first_seen_batch_id"":""3739f4fd-442d-44b8-aeb5-c13ac0d66b2e"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""source posting date resolved by the JobRadar adapter"",""platform"":""vietnamworks"",""raw_payload_sha256"":""febca0794c7e3327c97916a1238b7ebe824264877c64b136987fb81d050e3cde"",""scraped_at"":""2026-07-18T20:30:16.282834+00:00"",""snapshot_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""source_url"":""https://www.vietnamworks.com/ong-a-hn-nhan-vien-tieng-nhat-2070974-jv"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
vietnamworks,2071141,2026-06-20,Trưởng Nhóm Nghiệp Vụ Ứng Dụng (ERP) (Upto 60M),Trưởng Nhóm Nghiệp Vụ Ứng Dụng ERP Upto 60M ,lead,Ha Noi,3,,"[""Giao Tiếp Tốt"",""Phân Tích Hệ Thống"",""Quản Lý Hệ Thống Erp"",""Quản Lý Nhóm"",""Xử Lý Vấn Đề""]",45000000.00,60000000.00,information_technology,"{""company_name"":""Thời Trang Adidas - Công Ty Cổ Phần Đầu Tư Thương Mại Phượng Hoàng"",""dataset"":""jobradar/vietnamworks-operational-salary-snapshot"",""dataset_commit"":""first-seen-before:2026-07-19T04:36:28.244910+00:00"",""dataset_url"":""https://www.vietnamworks.com/truong-nhom-nghiep-vu-ung-dung-erp-upto-60m-2071141-jv"",""first_seen_at"":""2026-07-15T15:57:14.959231+00:00"",""first_seen_batch_id"":""3739f4fd-442d-44b8-aeb5-c13ac0d66b2e"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""source posting date resolved by the JobRadar adapter"",""platform"":""vietnamworks"",""raw_payload_sha256"":""233cdb9783ed3b4ff5733bcbea83d4a9cff20d95d012d321dcb969df8688c2cb"",""scraped_at"":""2026-07-18T20:30:41.369019+00:00"",""snapshot_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""source_url"":""https://www.vietnamworks.com/truong-nhom-nghiep-vu-ung-dung-erp-upto-60m-2071141-jv"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
vietnamworks,2071411,2026-06-22,"Technical Support Engineer (Nighshift, Open for Fresher)","Technical Support Engineer Nighshift, Open for Fresher ",fresher,Ho Chi Minh,,,"[""Customer Service Mindset"",""English proficiency"",""Night Shift Availability"",""Technical Support"",""Telesales System"",""toolz""]",25000000.00,33000000.00,information_technology,"{""company_name"":""ITECHWX COMPANY LIMITED"",""dataset"":""jobradar/vietnamworks-operational-salary-snapshot"",""dataset_commit"":""first-seen-before:2026-07-19T04:36:28.244910+00:00"",""dataset_url"":""https://www.vietnamworks.com/technical-support-engineer-nighshift-open-for-fresher-2071411-jv"",""first_seen_at"":""2026-07-15T15:57:09.574108+00:00"",""first_seen_batch_id"":""3739f4fd-442d-44b8-aeb5-c13ac0d66b2e"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""source posting date resolved by the JobRadar adapter"",""platform"":""vietnamworks"",""raw_payload_sha256"":""08e20c501a3d2d0f17eba4532e135b389f26bc883c48f0276db302080abba3dc"",""scraped_at"":""2026-07-18T20:30:21.291925+00:00"",""snapshot_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""source_url"":""https://www.vietnamworks.com/technical-support-engineer-nighshift-open-for-fresher-2071411-jv"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
vietnamworks,2071493,2026-06-22,Customer Service (Night Shift - English),Customer Service Night Shift - English ,mid,Ho Chi Minh,,,"[""Customer Service"",""Customer Support"",""English"",""IT Software"",""Microsoft Teams"",""SQL""]",10000000.00,20000000.00,information_technology,"{""company_name"":""Công Ty TNHH Idsvietnam"",""dataset"":""jobradar/vietnamworks-operational-salary-snapshot"",""dataset_commit"":""first-seen-before:2026-07-19T04:36:28.244910+00:00"",""dataset_url"":""https://www.vietnamworks.com/customer-service-night-shift-english-2071493-jv"",""first_seen_at"":""2026-07-15T15:57:07.675598+00:00"",""first_seen_batch_id"":""3739f4fd-442d-44b8-aeb5-c13ac0d66b2e"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""source posting date resolved by the JobRadar adapter"",""platform"":""vietnamworks"",""raw_payload_sha256"":""957237858e893928dd139d2e1a33c6fad926c13c83a4841225fe0abd3cd2ed4d"",""scraped_at"":""2026-07-18T20:30:16.277037+00:00"",""snapshot_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""source_url"":""https://www.vietnamworks.com/customer-service-night-shift-english-2071493-jv"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
vietnamworks,2071551,2026-06-25,Phó Phòng IT,Phó Phòng IT,manager,Hung Yen,5,,"[""Công Nghệ Thông Tin"",""Giao Tiếp Tiếng Nhật"",""Khắc Phục Sự Cố Mạng"",""Quản Lý Hệ Thống Server"",""Quản Lý Nhân Sự""]",17000000.00,25000000.00,information_technology,"{""company_name"":""Công ty TNHH Astemo Hưng Yên"",""dataset"":""jobradar/vietnamworks-operational-salary-snapshot"",""dataset_commit"":""first-seen-before:2026-07-19T04:36:28.244910+00:00"",""dataset_url"":""https://www.vietnamworks.com/pho-phong-it-2071551-jv"",""first_seen_at"":""2026-07-15T15:57:13.463955+00:00"",""first_seen_batch_id"":""3739f4fd-442d-44b8-aeb5-c13ac0d66b2e"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""source posting date resolved by the JobRadar adapter"",""platform"":""vietnamworks"",""raw_payload_sha256"":""0e76db3fbdf8813ffb83c353444f98668d51437aa7fbc41cb51b950a7abdc055"",""scraped_at"":""2026-07-18T20:30:26.295565+00:00"",""snapshot_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""source_url"":""https://www.vietnamworks.com/pho-phong-it-2071551-jv"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
vietnamworks,2071628,2026-06-22,Nhân Viên Tổng Vụ Nhân Sự Tiếng Nhật,Nhân Viên Tổng Vụ Nhân Sự Tiếng Nhật,mid,Ho Chi Minh,,,"[""Hành Chính Nhân Sự"",""Nhân Sự"",""Tiếng Nhật"",""Tiếng Nhật N3"",""Tổng Vụ""]",17125000.00,,information_technology,"{""company_name"":""Công Ty TNHH Công Nghệ Reflex Việt Nam"",""dataset"":""jobradar/vietnamworks-operational-salary-snapshot"",""dataset_commit"":""first-seen-before:2026-07-19T04:36:28.244910+00:00"",""dataset_url"":""https://www.vietnamworks.com/nhan-vien-tong-vu-nhan-su-tieng-nhat-2071628-jv"",""first_seen_at"":""2026-07-15T15:57:11.185760+00:00"",""first_seen_batch_id"":""3739f4fd-442d-44b8-aeb5-c13ac0d66b2e"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""source posting date resolved by the JobRadar adapter"",""platform"":""vietnamworks"",""raw_payload_sha256"":""1fb80c48d95ce37cf899e44aaa6cde8e5c33b407fe68fe707575c20145f93b84"",""scraped_at"":""2026-07-18T20:30:31.943747+00:00"",""snapshot_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""source_url"":""https://www.vietnamworks.com/nhan-vien-tong-vu-nhan-su-tieng-nhat-2071628-jv"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
vietnamworks,2071649,2026-06-22,Senior Software Developer (Lemp Stack),Senior Software Engineer,senior,Ho Chi Minh,5,,"[""Bootstrap"",""CSS"",""Communication"",""Docker"",""HTML"",""JavaScript"",""LEMP Stack"",""Laravel"",""Less"",""Linux"",""MySQL"",""Nginx"",""PHP"",""Sass"",""Scrum"",""SolidJS"",""jquery""]",,40000000.00,information_technology,"{""company_name"":""CÔNG TY TNHH CRYSTAL CODE"",""dataset"":""jobradar/vietnamworks-operational-salary-snapshot"",""dataset_commit"":""first-seen-before:2026-07-19T04:36:28.244910+00:00"",""dataset_url"":""https://www.vietnamworks.com/senior-software-developer-lemp-stack-2071649-jv"",""first_seen_at"":""2026-07-15T15:57:07.626968+00:00"",""first_seen_batch_id"":""3739f4fd-442d-44b8-aeb5-c13ac0d66b2e"",""license"":""NOASSERTION"",""location_normalizer_revision"":""2026-07-19.1"",""observation_semantics"":""source posting date resolved by the JobRadar adapter"",""platform"":""vietnamworks"",""raw_payload_sha256"":""ec05fe2cf22dd1105db56789cbd999587f763969a761bd39ae35a39f51151c94"",""scraped_at"":""2026-07-18T20:30:16.276089+00:00"",""snapshot_cutoff"":""2026-07-19T04:36:28.244910+00:00"",""source_url"":""https://www.vietnamworks.com/senior-software-developer-lemp-stack-2071649-jv"",""title_normalizer_revision"":""2f434fba22de3a14c1b199331c8ca18408dc72e702071bf4bbfe380daff40f58""}"
